Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address
Al -Yusr Center for Physiotherapy,https://healtheg.com/ar/Item/2278/مركز-اليسر-للعلاج-الطبيعى,"14 Atlas St., Al -Asafra Bahri, Alexandria",Alexandria-Safarah Bahri,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01115520420 - 01121962508 - 01221999081,,"14 Atlas St., Al -Asafra Bahri, Alexandria"
Umm Al -Qura Center for Physiotherapy,https://healtheg.com/ar/Item/2159/مركز-ام-القرى-للعلاج-الطبيعى,"El Gomhoria St., Al -Santah, Western",Western-Sultanate,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01065760304,,"El Gomhoria St., Al -Santah, Western"
MB Center for Mint and Nerves,https://healtheg.com/ar/Item/1099/مركز-ام-بى-للمخ-والاعصاب,"27 Ibn Al -Hakam St. - Al -Dour 6 Apartment 66, the highest Mobilies of Al -Amer, Helmiya Al -Zaitoun, Cairo",Cairo-Dreamy olive,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01141808230,,"27 Ibn Al -Hakam St. - Al -Dour 6 Apartment 66, the highest Mobilies of Al -Amer, Helmiya Al -Zaitoun, Cairo"
Cardiology Center in Mahalla,https://healtheg.com/ar/Item/1841/مركز-امراض-القلب-بالمحلة,"Behind Al -Mahalla Al -Kubra General Hospital, Al -Mahalla Al -Kubra, Western",Western-Greater Mahala,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0402220151 - 0402220172 - 0402201273,,"Behind Al -Mahalla Al -Kubra General Hospital, Al -Mahalla Al -Kubra, Western"
Anas Medical Center,https://healtheg.com/ar/Item/2188/مركز-انس-الطبى,"New School St., Tamoh, Giza",Giza-they shattered,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0238174008,,"New School St., Tamoh, Giza"
Al -Khair Medical Center,https://healtheg.com/ar/Item/2362/مركز-اهل-الخير-الطبى,"The people of goodness, the pyramid, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235614096,,"The people of goodness, the pyramid, Giza"
Mercy Oncology Center,https://healtheg.com/ar/Item/2145/مركز-اورام-الرحمة,"Cotore, Western",Western-cat,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01097751452,,"Cotore, Western"
Bilal Medical Center,https://healtheg.com/ar/Item/2046/مركز-بلال-الطبى,"Old Market St., in front of social insurance, Amiriya, Alexandria",Alexandria-colonial,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034480553,,"Old Market St., in front of social insurance, Amiriya, Alexandria"
Port Said Center,https://healtheg.com/ar/Item/2251/مركز-بورسعيد,"Al -Sayed Al -Dazwa St., Al -Dhouki District, Port Said",Port Said-Al-Dhul.,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0663734602,,"Al -Sayed Al -Dazwa St., Al -Dhouki District, Port Said"
Port Said Eye Center,https://healtheg.com/ar/Item/1706/مركز-بورسعيد-للعيون,"46 Eugenia East Tower - Safia Zaghloul St., next to Samara Cafe, Al -Gomhoria, Port Said",Port Said-Republic,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0663240660 - 0663231447,,"46 Eugenia East Tower - Safia Zaghloul St., next to Samara Cafe, Al -Gomhoria, Port Said"
Baby Kiir Medical Center,https://healtheg.com/ar/Item/2324/مركز-بيبى-كير-الطبى,22 S.,Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01008728292 - 01095733427,,22 S.
Bark Center,https://healtheg.com/ar/Item/1882/مركز-تبارك,"94 Tourist division, Al -Qanater Charity, Qaliubiya",Qaliubiya-Al-Qanatir al-Khairiya,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0242182830,,"94 Tourist division, Al -Qanater Charity, Qaliubiya"
Blessed Children Center,https://healtheg.com/ar/Item/2305/مركز-تبارك-الاطفال,"Kafr Tahrams St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01115257150 - 0239765709,,"Kafr Tahrams St., Faisal, Giza"
Eye Surgery Center,https://healtheg.com/ar/Item/1998/مركز-جراحات-العيون,"St. Lessons, Faqous, Eastern",Eastern-Faraos,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0553989288,,"St. Lessons, Faqous, Eastern"
Digestive Surgery Center,https://healtheg.com/ar/Item/1722/مركز-جراحة-الجهاز-الهضمى,Jihan St.,Dakahlia-Mansoura,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502243319 - 0502240924,,Jihan St.
"Endoscopic Center for Endoscopy, Skull Power and Spine",https://healtheg.com/ar/Item/37188/مركز-جراحة-مناظير-المخ--و-قاع-الجمجمة-و-العمود-الفقري,7 Triumph Square - Al -Ganzouri Clinics,Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224149707 - 0224149705,hj.neuroendoscopy@gmail.com,7 Triumph Square - Al -Ganzouri Clinics
Gramon Center,https://healtheg.com/ar/Item/1961/مركز-جرامون,"Gamal Abdel Nasser St., Kafr Shukr, Qaliubiya",Qaliubiya-Kafr thanks,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01005174042,,"Gamal Abdel Nasser St., Kafr Shukr, Qaliubiya"
Glim Center for Physiotherapy,https://healtheg.com/ar/Item/2077/مركز-جليم-للعلاج-الطبيعى,"567 Freedom Road, in front of the Bank of Alexandria, Glim, Alexandria",Alexandria-Grim,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035775277 - 01223244084 - 01062058670,,"567 Freedom Road, in front of the Bank of Alexandria, Glim, Alexandria"
Jana Center,https://healtheg.com/ar/Item/1951/مركز-جنى,"4 Salah Abdul Karim St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01115400186,,"4 Salah Abdul Karim St., Al -Haram, Giza"
Hijab Medical Center,https://healtheg.com/ar/Item/1996/مركز-حجاب-الطبى,"1 Abdul Hadi Al -Saadani St., Minya Al -Qamh, Eastern",Eastern-Mina Al Qamh,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01146501467,,"1 Abdul Hadi Al -Saadani St., Minya Al -Qamh, Eastern"
Flower Nursery Center,https://healtheg.com/ar/Item/1800/مركز-حضانة-الزهور,"75 El Jaish St. - Floor 3, Tanta, Western",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0403284112 - 01224168025,,"75 El Jaish St. - Floor 3, Tanta, Western"
Horus Fertility Center and Pipe Children,https://healtheg.com/ar/Item/1093/مركز-حورس-للخصوبة-واطفال-الانابيب,"89 El Manial St., Manial, Cairo",Cairo-Manial,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223643304,,"89 El Manial St., Manial, Cairo"
Hayat Center,https://healtheg.com/ar/Item/1189/مركز-حياة,"Building No. 6 - - Central Axis - Al -Fateh Buildings Complex, next to the Supermarket Khair Zaman - above the Bank of Odeh, Sixth of October, Giza",Giza-October,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0238382303 - 01111348121 - 0238382304 - 01023131778,,"Building No. 6 - - Central Axis - Al -Fateh Buildings Complex, next to the Supermarket Khair Zaman - above the Bank of Odeh, Sixth of October, Giza"
Khaled Idris Herbal Center,https://healtheg.com/ar/Item/1781/مركز-خالد-ادريس-للاعشاب,"Next to the new Tuesday market, Amiriya, Alexandria",Alexandria-colonial,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01222645768 - 01141263867,,"Next to the new Tuesday market, Amiriya, Alexandria"
Khaled bin Al -Walid Medical Center,https://healtheg.com/ar/Item/2007/مركز-خالد-بن-الوليد-الطبى,"Mubarak St. branch from the mayor, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237714640,,"Mubarak St. branch from the mayor, Al -Haram, Giza"
One day service center,https://healtheg.com/ar/Item/53543/مركز-خدمات-اليوم-الواحد,"1 Street College of Medicine - Al -Attarin, Alexandria, Egypt",Alexandria-perfumers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,03 4862135,,"1 Street College of Medicine - Al -Attarin, Alexandria, Egypt"
Khamis Medical Center,https://healtheg.com/ar/Item/2005/مركز-خميس-الطبى,"Port Said St., Belbeis, East",Sharqia-Bibus,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552859118,,"Port Said St., Belbeis, East"
Dr. Ahmed Ismail Medical Center,https://healtheg.com/ar/Item/2110/مركز-د-احمد-اسماعيل-الطبى,"2 Al -Madinah Al -Munawwarah St., Downtown, Kafr El -Sheikh",Kafr El-Sheikh-the center of the country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0473244507 - 01001158445,,"2 Al -Madinah Al -Munawwarah St., Downtown, Kafr El -Sheikh"
Dr. Ahmed Al -Shihabi Center,https://healtheg.com/ar/Item/2127/مركز-د-احمد-الشهابى,"St. Center, Desouk, Kafr El -Sheikh",Kafr El-Sheikh-Soverery,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0472572361,,"St. Center, Desouk, Kafr El -Sheikh"
Dr. Ahmed Al -Masry Center,https://healtheg.com/ar/Item/2217/مركز-د-احمد-المصرى,"Al Salam St., Bella, Kafr El -Sheikh",Kafr El-Sheikh-Bela,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01001232388,,"Al Salam St., Bella, Kafr El -Sheikh"
Aseel Center,https://healtheg.com/ar/Item/2333/مركز-د-اصيل,"Silos of God, the pyramid, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235474408 - 01204669566,,"Silos of God, the pyramid, Giza"
Dr. Afrah Hamid Zidan Center,https://healtheg.com/ar/Item/2162/مركز-د-افراح-حامد-زيدان,"Port Said St., Al -Santah, Western",Western-Sultanate,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01005567966,,"Port Said St., Al -Santah, Western"
Al -Bahrawi Center for Physiotherapy and Rehabilitation,https://healtheg.com/ar/Item/3270/مركز-د-البحراوى-للعلاج-الطبيعى-والتأهيل,"92 Saridar Tower - Al -Tahrir St. Dokki Square, Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237618186,,"92 Saridar Tower - Al -Tahrir St. Dokki Square, Dokki, Giza"
Al -Zahar Center,https://healtheg.com/ar/Item/1742/مركز-د-الزهار,"19 Damascus St., Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233036333,,"19 Damascus St., Mohandessin, Giza"
Al -Maghribi Center,https://healtheg.com/ar/Item/2340/مركز-د-المغربى,"12 Nasr Al -Shorbagi St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235829158,,"12 Nasr Al -Shorbagi St., Faisal, Giza"
Imam Khadr Center,https://healtheg.com/ar/Item/2087/مركز-د-امام-خضر,"4 Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0246071919,,"4 Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya"
Dr. Amani Abdel Wahid Center,https://healtheg.com/ar/Item/2149/مركز-د-امانى-عبد-الواحد,"July 23, Basyoun, Western",Western-Busion,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0402738890 - 01118289533,,"July 23, Basyoun, Western"
Dr. Anas Mansour Center,https://healtheg.com/ar/Item/3164/مركز-د-انس-منصور,"Al -Marj Al -Khanka Road, Al -Qalj, Qaliubiya",Qaliubiya-Call,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01121673130,,"Al -Marj Al -Khanka Road, Al -Qalj, Qaliubiya"
Dr. Ayman Ahmed Al -Qawas Center,https://healtheg.com/ar/Item/2010/مركز-د-ايمن-احمد-القواص,"Galat Tower - Talaat Harb Square, Zagazig, Eastern",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552314050 - 01277194042,,"Galat Tower - Talaat Harb Square, Zagazig, Eastern"
Dr. Ayman Rashwan Center,https://healtheg.com/ar/Item/2263/مركز-د-ايمن-رشوان,"45 Arab League St., Engineers, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01000204055,,"45 Arab League St., Engineers, Giza"
Dr. Khaled Al -Rakhawi Center,https://healtheg.com/ar/Item/2173/مركز-د-خالد-الرخاوى,"Saad Zaghloul St., next to the Oasis Hotel, downtown, Aswan",Aswan-Central Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0972332577 - 0972332588 - 0972324949,,"Saad Zaghloul St., next to the Oasis Hotel, downtown, Aswan"
Dr. Khaled Jamal Mohamed Center,https://healtheg.com/ar/Item/2353/مركز-د-خالد-جمال-محمد,"1 St. Khalaf Athrah branch from Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01006255080,,"1 St. Khalaf Athrah branch from Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya"
DOLT Center,https://healtheg.com/ar/Item/3256/مركز-د-دولت-واصل,"72 St. League of Arab States, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237606012 - 01111474023 - 01022609940,,"72 St. League of Arab States, Mohandessin, Giza"
Dr. Ramzy Faraj Center,https://healtheg.com/ar/Item/1875/مركز-د-رمزى-فرج,"Saad Zaghloul St., Quesna, Menoufia",Menoufia-Quena,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0482573270 - 0482573050 - 01223400675,,"Saad Zaghloul St., Quesna, Menoufia"
Dr. Saad Al -Tarawy Center,https://healtheg.com/ar/Item/2151/مركز-د-سعد-الطراوى,Al -Safa St.,Kafr El-Sheikh-Fuh,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01001833586,,Al -Safa St.
Dr. Saad Shams Center,https://healtheg.com/ar/Item/2193/مركز-د-سعد-شمس,"Al -Damesa, Sherbin, Dakahlia",Dakahlia-Drubin,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0507320383,,"Al -Damesa, Sherbin, Dakahlia"
Dr. Saad Abdo Center,https://healtheg.com/ar/Item/1969/مركز-د-سعد-عبده,"25 Salah Salem St., branched from Salah Salem St., Quesna, Menoufia",Menoufia-Quena,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0482570395 - 01227243910,,"25 Salah Salem St., branched from Salah Salem St., Quesna, Menoufia"
Dr. Sana Amer Center for Women and Gynecology,https://healtheg.com/ar/Item/3279/مركز-د-سناء-عامر-للنساء-والتوليد,"9 Kalka St. - Land of the Association, Qalioub, Qaliubiya",Qaliubiya-Qalioub,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0242151135 - 01002642328,,"9 Kalka St. - Land of the Association, Qalioub, Qaliubiya"
Dha Makki Center,https://healtheg.com/ar/Item/3157/مركز-د-سها-مكى,"8 Khaled Bin Al -Walid St., Zagazig, Eastern",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552362345,,"8 Khaled Bin Al -Walid St., Zagazig, Eastern"
Dr. Sayed Mukhtar Center,https://healtheg.com/ar/Item/2085/مركز-د-سيد-مختار,"Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0242212210,,"Ahmed Orabi St., Shubra Al -Khaimah, Qaliubiya"
Dr. Abdel Nasser Awad Center,https://healtheg.com/ar/Item/2064/مركز-د-عبد-الناصر-عوض,"How many 19 - Alexandria Matrouh Road, Abu Youssef, Alexandria",Alexandria-Abu Yusef,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01111017450,,"How many 19 - Alexandria Matrouh Road, Abu Youssef, Alexandria"
Dr. Abdul Hadi Eye Surgery Center,https://healtheg.com/ar/Item/1833/مركز-د-عبد-الهادى-لجراحة-العيون,"Al -Zawiya St. Al -Qalj, Qaliubiya",Qaliubiya-Call,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01001692863,,"Al -Zawiya St. Al -Qalj, Qaliubiya"
Dr. Attia Center,https://healtheg.com/ar/Item/1898/مركز-د-عطية,"Jamila Bouhrid St., swords, Alexandria, Alexandria",Alexandria-Siof,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01282889833,,"Jamila Bouhrid St., swords, Alexandria, Alexandria"
Dr. Aladdin Hussein Center,https://healtheg.com/ar/Item/1986/مركز-د-علاء-الدين-حسين,"13 Ezz El -Din Omar St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01222866962 - 01220500322,,"13 Ezz El -Din Omar St., Al -Haram, Giza"
Dhou on Zahra,https://healtheg.com/ar/Item/1990/مركز-د-على-زهرة,"Turquoise Tower -, Shebin El -Kom, Menoufia",Menoufia-Shabin Al-Kom,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0482228243,,"Turquoise Tower -, Shebin El -Kom, Menoufia"
Da Ali Abdo Center,https://healtheg.com/ar/Item/2095/مركز-د-على-عبده,"The thirtieth St., the intersection of Salah Salem St., the highest Kazanova store, Al -Sharq District, Port Said",Port Said-East Port Said,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0663220977 - 0663353588 - 01222354171,,"The thirtieth St., the intersection of Salah Salem St., the highest Kazanova store, Al -Sharq District, Port Said"
Dr. Amr Al -Shorbagi Center,https://healtheg.com/ar/Item/2339/مركز-د-عمرو-الشوربجى,"3 El Wafa and Hope St., Pyramid, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01146336819,,"3 El Wafa and Hope St., Pyramid, Giza"
Dr. Eid Salem Moussa Center,https://healtheg.com/ar/Item/3175/مركز-د-عيد-سالم-موسى,"35 May May 15, in front of the Islamic Complex, Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0248242400,,"35 May May 15, in front of the Islamic Complex, Shubra Al -Khaimah, Qaliubiya"
Faten Center,https://healtheg.com/ar/Item/2234/مركز-د-فاتن,"Al -Tahrir St., Kom Hamada, Al -Buhaira",Lake-Com Hamada,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01000134204,,"Al -Tahrir St., Kom Hamada, Al -Buhaira"
Dr. Fadi Center,https://healtheg.com/ar/Item/2378/مركز-د-فادى,"97 AH, the second gate, the pyramid, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01150007047,,"97 AH, the second gate, the pyramid, Giza"
Dr. Mohsen Barsom Center,https://healtheg.com/ar/Item/2271/مركز-د-محسن-برسوم,"92 Saridar Medical Tower - Al -Tahrir St., Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237612681 - 0237612568 - 01223980200,,"92 Saridar Medical Tower - Al -Tahrir St., Dokki, Giza"
Dr. Muhammad Abu Zaid Al -Desouki Center,https://healtheg.com/ar/Item/1959/مركز-د-محمد-ابو-زيد-الدسوقى,"Al -Rehab Tower - Abdel -Moneim Riad St. - Al -Dour 2, in front of the Al -Atallah Mosque, Kafr Shukr, Qaliubiya",Qaliubiya-Kafr thanks,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01006203849 - 0132515948,,"Al -Rehab Tower - Abdel -Moneim Riad St. - Al -Dour 2, in front of the Al -Atallah Mosque, Kafr Shukr, Qaliubiya"
Dr. Mohammed Al -Aswad Eye Center,https://healtheg.com/ar/Item/1762/مركز-د-محمد-الاسود-للعيون,"9 Station Square - Role 1, in front of the train station, Tanta, Gharbia",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0403336653 - 0403352525,,"9 Station Square - Role 1, in front of the train station, Tanta, Gharbia"
Dr. Muhammad Al -Jawadi Center,https://healtheg.com/ar/Item/2256/مركز-د-محمد-الجوادى,"1 Hijaz Square, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233383387,,"1 Hijaz Square, Mohandessin, Giza"
Dr. Mohamed El -Sayed Abdel Hamid Center for Physiotherapy,https://healtheg.com/ar/Item/2323/مركز-د-محمد-السيد-عبد-الحميد-للعلاج-الطبيعى,"17 Saad El -Sherbiny St., in front of the preparatory school for boys, Talkha, Dakahlia",Dakahlia-Talakha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502527796,,"17 Saad El -Sherbiny St., in front of the preparatory school for boys, Talkha, Dakahlia"
Dr. Mohamed Sharqawy Medical Center,https://healtheg.com/ar/Item/1900/مركز-د-محمد-شرقاوى-الطبى,"302 Mustafa Kamel St., Gabriel, Alexandria",Alexandria-Gabriel,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035738803,,"302 Mustafa Kamel St., Gabriel, Alexandria"
Dr. Mohamed Safwat Center for the treatment of anal and hemorrhoids,https://healtheg.com/ar/Item/1105/مركز-د-محمد-صفوت-لعلاج-امراض-الشرج-والبواسير,"5 Hour Square - Rabaa Investment Project, Ala Tom & Basal, Nasr City, Cairo",Cairo-Nasr Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01000720303,,"5 Hour Square - Rabaa Investment Project, Ala Tom & Basal, Nasr City, Cairo"
Dr. Mohamed Mohsen Center,https://healtheg.com/ar/Item/1775/مركز-د-محمد-محسن,"297 Malik Hefni St., Sidi Bishr before, Alexandria",Alexandria-Plut,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01006223421,,"297 Malik Hefni St., Sidi Bishr before, Alexandria"
Dr. Muhammad Muhammad Al -Sharoud Center,https://healtheg.com/ar/Item/2165/مركز-د-محمد-محمد-الشارود,"Al -Thawra, Aga, Dakahlia",Dakahlia-Jaja,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0506454646,,"Al -Thawra, Aga, Dakahlia"
Dr. Mohamed Moqbel Center,https://healtheg.com/ar/Item/1034/مركز-د-محمد-مقبل,78 Suez Bridge St.,Cairo-Suez Bridge,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222563310 - 0224529403,,78 Suez Bridge St.
Dr. Naglaa Jad Allah Center,https://healtheg.com/ar/Item/3210/مركز-د-نجلاء-جاد-الله,"Al -Shahid Al -Zawawi St., Downtown, Kafr El -Sheikh",Kafr El-Sheikh-the center of the country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0473228894 - 01063243949,,"Al -Shahid Al -Zawawi St., Downtown, Kafr El -Sheikh"
Dr. Naguib Abu Al -Anin Center,https://healtheg.com/ar/Item/1058/مركز-د-نجيب-ابو-العنين,"94 Doctors ’Tower - Abdel Aziz Fahmy St. Square, St. Fatima Square, next to the Alpha Population Laborat",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0227756650 - 0227756823,,"94 Doctors ’Tower - Abdel Aziz Fahmy St. Square, St. Fatima Square, next to the Alpha Population Laborat"
Dr. Naguib Al -Jawhari Center,https://healtheg.com/ar/Item/3214/مركز-د-نجيب-الجوهرى,"Al -Naghi neighborhood - branch from Al -Tahrir St., Abu Kabir, Al -Sharqiya",Eastern-Bab Great,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0553522946 - 0553501946,,"Al -Naghi neighborhood - branch from Al -Tahrir St., Abu Kabir, Al -Sharqiya"
Dr. Nihad Eye Center,https://healtheg.com/ar/Item/1070/مركز-د-نهاد-للعيون,"16-2 Makkah Al -Mukarramah St., Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0227034606,,"16-2 Makkah Al -Mukarramah St., Maadi, Cairo"
Dr. Hadi Abu Ashour Center,https://healtheg.com/ar/Item/3240/مركز-د-هادى-ابو-عاشور,"Sharaf Square, Shebin El -Koum, Menoufia",Menoufia-Shabin Al-Kom,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01221014033,,"Sharaf Square, Shebin El -Koum, Menoufia"
Dr. Hisham Abdel Hamid Qassem Center,https://healtheg.com/ar/Item/1080/مركز-د-هشام-عبد-الحميد-قاسم,"41 Al -Maasara St., Al -Maasara, Cairo",Cairo-Al-Maswar,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223695660,,"41 Al -Maasara St., Al -Maasara, Cairo"
The Dickel Center for Physiotherapy,https://healtheg.com/ar/Item/1089/مركز-د-هيكل-للعلاج-الطبيعى,"80 Abu Bakr Al -Siddiq St., Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226906588 - 01223490409,,"80 Abu Bakr Al -Siddiq St., Heliopolis, Cairo"
Wahid Center,https://healtheg.com/ar/Item/3318/مركز-د-وحيد,"Malik Hefni, Al -Asafra Bahri, Alexandria",Alexandria-Safarah Bahri,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035402885,,"Malik Hefni, Al -Asafra Bahri, Alexandria"
The Waddd Zahra Center for contact lenses and eye treatment in the LISIC,https://healtheg.com/ar/Item/1141/مركز-د-وديد-زهرة-للعدسات-اللاصقة-وعلاج-العيون-بالليزيك,"1 Hijaz Square, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0227770081 - 0227771121 - 01289444664 - 0227770882,,"1 Hijaz Square, Heliopolis, Cairo"
Dr. Walid Musa Center for Nutrition and Beauty,https://healtheg.com/ar/Item/3332/مركز-د-وليد-موسى-للتغذية-والتجميل,"13 St. Trees, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01224530083 - 0233363662,,"13 St. Trees, Mohandessin, Giza"
Your Guide Center,https://healtheg.com/ar/Item/1774/مركز-دليلك,"62 Sidi Bishr Mosque St., Sidi Bishr, Alexandria",Alexandria-Plut,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035532478,,"62 Sidi Bishr Mosque St., Sidi Bishr, Alexandria"
Damanhour Center,https://healtheg.com/ar/Item/2197/مركز-دمنهور,"The Bar Association, Damanhour, the lake",Al-Buhaira-Damanhour,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0453308575,,"The Bar Association, Damanhour, the lake"
Damietta Center for Oncology,https://healtheg.com/ar/Item/2029/مركز-دمياط-لعلاج-الاورام,"Al Harbi St., Damietta, Damietta",Damietta-Damietta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0572355411,,"Al Harbi St., Damietta, Damietta"
Dizek Cure Center for Physiotherapy,https://healtheg.com/ar/Item/2377/مركز-ديسك-كيور-للعلاج-الطبيعى,"43 and, the second gate, the pyramid, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233808500 - 01122277407,,"43 and, the second gate, the pyramid, Giza"
Denteal Care Center - Maadi,https://healtheg.com/ar/Item/53594/مركز-دينتال-كير---المعادي,"9 Street 219 Degla Maadi - Maadi Department, Cairo Governorate",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0121 007 9997,,"9 Street 219 Degla Maadi - Maadi Department, Cairo Governorate"
Vision Center,https://healtheg.com/ar/Item/1944/مركز-رؤية,"Army St., Qalioub, Qaliubiya",Qaliubiya-Qalioub,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01223131433,,"Army St., Qalioub, Qaliubiya"
